AuthorID,Author,Date,Content,Attachments,Reactions
"706874685144432641","Shiba#2732","2021-09-20T14:16:25.1740000-04:00","78. Deleted User ddda85b4#2544 : 238417121221017600 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:25.4630000-04:00","79. GreenTomte#3507 : 238693536927711232 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:26.1970000-04:00","80. R1pster#8126 : 238791968006733835 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:29.7240000-04:00","81. koulosso#0666 : 239649400903827457 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:30.0460000-04:00","82. bradley#1337 : 239826781996187648 (Breach Of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:30.2990000-04:00","83. Deleted User ea354b9b#2614 : 240028811343822849 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:30.9810000-04:00","84. Deleted User 0d66abcf#5919 : 240459124695891969 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:31.2380000-04:00","85. Gone For The Holidays#4096 : 242014995439812621 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:34.8940000-04:00","86. Zane#3711 : 242249587824263168 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:35.0820000-04:00","87. Deleted User c3bd4d7a#0215 : 243122243813507073 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:35.3350000-04:00","88. Deleted User bc0ea18f#1618 : 243937880622366720 (Breach of Agreement/Faking Vouches)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:35.6600000-04:00","89. Deleted User 322d1048#1737 : 244412567668129792 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:35.8670000-04:00","90. Deleted User 28d4a72f#8433 : 245074692828954624 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:40.0700000-04:00","91. toine#6239 : 245602459983020032 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:40.3350000-04:00","92. VUUW#8974 : 248843495853391874 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:40.6300000-04:00","93. Deleted User 512c7978#8942 : 249299538127355906 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:40.9170000-04:00","94. ᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼᲼#9593 : 249635452699672576 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:41.1740000-04:00","95. Deleted User d6edadcf#1181 : 249680714000236545 (Alt of 785633043791740948)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:45.4860000-04:00","96. evils#0001 : 250903841099350016 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:45.8550000-04:00","97. Deleted User fec32b11#7060 : 251770694579257345 (Transfer Scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:46.1840000-04:00","98. Sander#9918 : 252441205382709248 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:46.4630000-04:00","99. Deleted User ccfaffa7#5670 : 253358280418525186 (Open scam report and probable exit scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:46.6370000-04:00","100. Alpha.#2262 : 253906232212062216 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:50.6900000-04:00","101. no_identity#7583 : 254988617523527681 (Alt of 732856659373850634)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:50.8990000-04:00","102. Blitz#6445 : 256981315457515520 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:51.5580000-04:00","103. Deleted User aea4b683#3910 : 257119214509359105 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:52.1390000-04:00","104. Deleted User 627ab460#9582 : 257199973316296705 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:52.4940000-04:00","105. Deleted User c1a2dabc#4771 : 259043803158151180 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:56.1090000-04:00","107. Deleted User 02cfbe2b#0148 : 260526590033657876 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:56.3460000-04:00","108. .roxker#0204 : 261573029635555328 (NITRO SCAM)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:56.5730000-04:00","109. LOB#3044 : 261878813397352451 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:16:56.7100000-04:00","110. Deleted User 4fd01049#8794 : 261977707506696203 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:01.0730000-04:00","111. kanye east#8586 : 262045097795780628 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:01.3900000-04:00","112. Deleted User 90c9e01c#4336 : 264019795282886656 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:01.6870000-04:00","113. elocski#3505 : 264495958979510273 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:01.9130000-04:00","114. Deleted User d440261d#3804 : 264872431557017601 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:02.5220000-04:00","115. nathann#8369 : 265959920279486464 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:06.2020000-04:00","116. Deleted User bf254ff9#8597 : 266070523551678469","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:06.4100000-04:00","117. drink#9339 : 268482285811007490 ((Nitro scam))","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:06.6710000-04:00","118. Deleted User ce4f13cd#1675 : 269543487073026050 (nitro scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:06.9120000-04:00","119. HitNQuit#8040 : 269592191758893058 (Cooperating with 461614798744846347)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:07.0580000-04:00","120. Deleted User 27f359dc#6940 : 269898350881538049 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:11.3890000-04:00","121. Swammy#0001 : 270034984792883202 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:11.6600000-04:00","122. Deleted User fca0def6#8156 : 270380374763372544 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:11.8360000-04:00","123. DeLuxe#4475 : 271389338531528714 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:12.1950000-04:00","124. Deleted User 7f280129#5241 : 271641231065350144 (Chargeback)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:12.4590000-04:00","125. Handsomelad#2518 : 272411385906855936 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:16.7670000-04:00","126. hellloooo#7040 : 273269485434175489","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:17.1100000-04:00","127. Deleted User d4943f2c#9333 : 273931236316151808 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:17.3490000-04:00","128. Reflex__#1468 : 274224949546319872 (Breach of Agreement.)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:17.6120000-04:00","129. Deleted User 44e352b9#6726 : 275040357547245569 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:17.8830000-04:00","130. Deleted User ebbd0291#8961 : 275292076621692928 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:21.9210000-04:00","131. Deleted User fc4028e3#6649 : 276183287217651713 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:22.1920000-04:00","132. Deleted User 18dd4c02#1907 : 276403302433030144 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:22.4390000-04:00","133. Deleted User 827aaec6#9488 : 276561170834653184 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:22.6670000-04:00","134. tekelci34#4011 : 276732672838074378 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:23.1160000-04:00","135. n4a#7944 : 277088749781778432 (Breach Of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:27.0960000-04:00","136. Deleted User 29602e37#8446 : 277152137052553216 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:27.3440000-04:00","137. Deleted User 43088533#8882 : 277444038372753409","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:27.5920000-04:00","138. kev#0418 : 277477312478445568 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:27.8690000-04:00","139. Skeet#3423 : 277654851100344322 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:28.0870000-04:00","140. subtlewubs#7197 : 278039350720331776 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:32.2370000-04:00","141. Ace™#6133 : 278347086498365440 ((Breach of Agreement))","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:32.5160000-04:00","142. NoTreeh#1897 : 278528748465160193 (Paypal Transfer Scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:32.9050000-04:00","143. Deleted User 946f6293#4548 : 279044120897388544","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:33.1470000-04:00","144. shooter#0002 : 279067201775075329 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:33.6850000-04:00","145. KlickS#5000 : 279912134379569152 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:37.4130000-04:00","146. Deleted User 03b695d8#6925 : 280115577295601664 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:37.7170000-04:00","147. ༺Crystal༻#2829 : 282298050871951370 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:38.0740000-04:00","148. NEO#1188 : 283096758236741634 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:38.3280000-04:00","149. Deleted User 68bf06e5#1555 : 284585115378778112 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:38.5650000-04:00","150. JIN#5749 : 285864334259650571 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:42.6890000-04:00","151. ﾒﾑﾶ#0166 : 285934838010085386 (Transfer Scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:42.9000000-04:00","152. luna <3#6969 : 287546727458668545 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:43.1070000-04:00","153. ArataTA#5354 : 287623453291577354 (Breach of Agreement.)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:43.3970000-04:00","154. icarus#6463 : 289203119668199425 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:43.6950000-04:00","155. ChoemTech#0745 : 290168945242013697 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:47.9660000-04:00","156. reach.#2364 : 290300362047488004 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:48.2130000-04:00","157. XOXO2#9808 : 290855612433170432 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:48.4540000-04:00","158. Deleted User 7d160742#6634 : 291714036976844802 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:48.7860000-04:00","159. Z33 RTN#4566 : 292353994993696768 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:49.1960000-04:00","160. Deleted User 8ecd2178#6677 : 292446628877565962 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:53.1660000-04:00","161. Jacobin#4245 : 293832974712176641 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:53.3820000-04:00","162. Deleted User a5af75f3#6381 : 295564413191323660 (Breach of Agreement.)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:53.6520000-04:00","163. Deleted User bfaec587#3399 : 295944665214222336 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:53.9220000-04:00","164. 𝙄𝙉𝙁𝙄𝙉𝙄𝙏𝙔#3779 : 295971507325239308 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:54.5440000-04:00","165. Deleted User 13a0a48f#2792 : 296684187103002624 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:58.3280000-04:00","166. Deleted User b8823f3c#7249 : 298107374466760704 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:58.6050000-04:00","167. Deleted User 2338ca21#6235 : 298501848279678976 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:58.8480000-04:00","168. ZoutigeWolf#9999 : 298516275322290188 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:59.1130000-04:00","169. Trip#0962 : 299324133194596352 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:17:59.3490000-04:00","170. Deleted User 9d2f6431#8782 : 300175580530212865","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:03.4930000-04:00","171. Deleted User f038a546#9931 : 302332976610672640 (B4U scam, MM scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:03.7720000-04:00","172. volk#6666 : 302399015939735553 (Transfer Scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:04.0420000-04:00","173. Deleted User 8556a8e7#0663 : 302454204327526400 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:04.4010000-04:00","174. jaipsito#2109 : 302487224073715724 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:04.7670000-04:00","175. Deleted User 47d82d6a#7550 : 302862869303656448 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:08.6050000-04:00","176. MIKE#8943 : 303605766047268864 (Chargeback Scam)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:08.8510000-04:00","177. Revenant#8794 : 303640226725888000 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:09.0810000-04:00","178. Drakan#3229 : 304139375409758208 (Alt of 822600771585048587)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:09.3350000-04:00","179. Deleted User 7c122349#4553 : 304252389865553920 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:09.5990000-04:00","180. 41G#4591 : 304332726788685824 (BTC Exchange Scam.)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:13.6740000-04:00","181. Deleted User 6fe6c69e#9794 : 304667823009955840 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:13.9390000-04:00","182. Deleted User d5d163ac#3012 : 304970343162970113 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:14.2010000-04:00","183. Deleted User 09f66bf2#2844 : 305794637409550338 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:14.5370000-04:00","184. 𝕍𝕚𝕖𝕣𝕔𝕙𝕒𝕤#6660 : 307953344020873216 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:14.8650000-04:00","185. Deleted User 3ad2c86c#7878 : 309373389167132672 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:18.9490000-04:00","186. Deleted User c9c32a14#8135 : 309740804560388116 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:19.1160000-04:00","187. Blazerr#1234 : 309893832617623562 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:19.3820000-04:00","188. Deleted User ebae7244#4176 : 309968451676536832 (Account Scam.)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:19.5770000-04:00","189. cartier#1763 : 310672744754970624 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:19.8920000-04:00","190. TurkeyMan#4300 : 311746579340197888 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:24.1120000-04:00","191. Snizzzzzyyyyy#9048 : 312253795163701249 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:24.3620000-04:00","192. Elongated Musket#8554 : 312508918926671874 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:24.6090000-04:00","193. CodeName 76#5010 : 312640579597238273 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:24.8910000-04:00","194. Deleted User 8804067f#1889 : 313075583745654797 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:25.1180000-04:00","195. bando#6556 : 313086043018493962 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:29.4700000-04:00","196. Alex Bielanski (They/Them)#5844 : 314206269554556939 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:29.7270000-04:00","197. Tokyoo#1337 : 315105430684565504 ((Breach of Agreement))","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:30.0420000-04:00","198. Deleted User d2275eac#6098 : 315285093998395393 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:30.2890000-04:00","199. Deleted User 332102af#0135 : 315461561936510977 (None)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:30.5040000-04:00","200. tAnji#7790 : 318172749929381893 (Breach of Agreement)","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:34.6390000-04:00","201. Deleted User a7981058#1944 : 319482460096167936","",""
"706874685144432641","Shiba#2732","2021-09-20T14:18:35.3660000-04:00","202. NOAHTS#8733 : 320436031474368513 (None)","",""
